label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height
tree,1402,565,4,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1336,617,10,0,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1365,610,1,0,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1344,640,4,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1346,667,0,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1327,683,4,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1304,711,1,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1287,731,1,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,990,531,0,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1195,633,0,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1206,668,6,20,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1224,631,0,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1230,599,5,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1235,562,3,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1248,527,3,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1240,494,4,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1178,462,11,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1216,467,10,19,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1279,635,1,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1290,602,3,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1255,763,10,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1151,758,14,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1191,767,4,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1190,781,5,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1069,789,13,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1141,828,3,1,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,882,566,3,10,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,902,551,1,6,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,918,526,3,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,829,507,3,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,772,677,5,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,475,659,4,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,485,629,4,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,449,660,1,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,436,566,1,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,407,566,0,7,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,419,537,0,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,437,519,1,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,391,551,1,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,550,545,7,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,578,541,5,12,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,583,499,5,19,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1003,531,1,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,983,558,1,16,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,968,593,3,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1104,702,1,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1117,680,7,16,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1172,629,3,15,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1182,696,3,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1241,662,3,13,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1081,495,3,11,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1105,539,7,19,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,899,739,4,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1109,816,1,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1282,478,4,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1312,481,20,16,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1353,491,3,8,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1411,502,3,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1449,505,3,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,945,447,3,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,977,446,5,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1012,457,7,9,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1052,457,3,5,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,1073,461,1,4,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
tree,616,413,4,3,Mitraon_Forest_-_Aerial_View_-_Delhi_2016-08-04_5774.JPG,1920,1277
